balanced_accuracy,episodes,false_positive_rate,goal,policy_mode,positives,predictor,roc_auc,target,threshold,true_positive_rate,window
0.9473684210526316,20,0.10526315789473684,chop_logs,sampled,1,predicted_failure,0.9473684210526315,underperform,0.9998437499999999,1.0,25
0.8157894736842105,20,0.3684210526315789,chop_logs,sampled,1,js_fraction,0.631578947368421,underperform,0.006614305140613892,1.0,25
0.868421052631579,20,0.2631578947368421,chop_logs,sampled,1,js_x_predicted_failure,0.7368421052631579,underperform,0.0027019890752853822,1.0,25
nan,20,nan,chop_logs,sampled,0,mean_js,nan,ir_needed,nan,nan,1
nan,20,nan,chop_logs,sampled,0,max_js,nan,ir_needed,nan,nan,1
nan,20,nan,chop_logs,sampled,0,actor_entropy,nan,ir_needed,nan,nan,1
nan,20,nan,chop_logs,sampled,0,posterior_entropy,nan,ir_needed,nan,nan,1
nan,20,nan,chop_logs,sampled,0,predicted_failure,nan,ir_needed,nan,nan,1
nan,20,nan,chop_logs,sampled,0,js_fraction,nan,ir_needed,nan,nan,1
nan,20,nan,chop_logs,sampled,0,js_x_predicted_failure,nan,ir_needed,nan,nan,1
nan,20,nan,chop_logs,sampled,0,mean_js,nan,ir_needed,nan,nan,5
nan,20,nan,chop_logs,sampled,0,max_js,nan,ir_needed,nan,nan,5
nan,20,nan,chop_logs,sampled,0,actor_entropy,nan,ir_needed,nan,nan,5
nan,20,nan,chop_logs,sampled,0,posterior_entropy,nan,ir_needed,nan,nan,5
nan,20,nan,chop_logs,sampled,0,predicted_failure,nan,ir_needed,nan,nan,5
nan,20,nan,chop_logs,sampled,0,js_fraction,nan,ir_needed,nan,nan,5
nan,20,nan,chop_logs,sampled,0,js_x_predicted_failure,nan,ir_needed,nan,nan,5
nan,20,nan,chop_logs,sampled,0,mean_js,nan,ir_needed,nan,nan,10
nan,20,nan,chop_logs,sampled,0,max_js,nan,ir_needed,nan,nan,10
nan,20,nan,chop_logs,sampled,0,actor_entropy,nan,ir_needed,nan,nan,10
nan,20,nan,chop_logs,sampled,0,posterior_entropy,nan,ir_needed,nan,nan,10
nan,20,nan,chop_logs,sampled,0,predicted_failure,nan,ir_needed,nan,nan,10
nan,20,nan,chop_logs,sampled,0,js_fraction,nan,ir_needed,nan,nan,10
nan,20,nan,chop_logs,sampled,0,js_x_predicted_failure,nan,ir_needed,nan,nan,10
nan,20,nan,chop_logs,sampled,0,mean_js,nan,ir_needed,nan,nan,25
nan,20,nan,chop_logs,sampled,0,max_js,nan,ir_needed,nan,nan,25
nan,20,nan,chop_logs,sampled,0,actor_entropy,nan,ir_needed,nan,nan,25
nan,20,nan,chop_logs,sampled,0,posterior_entropy,nan,ir_needed,nan,nan,25
nan,20,nan,chop_logs,sampled,0,predicted_failure,nan,ir_needed,nan,nan,25
nan,20,nan,chop_logs,sampled,0,js_fraction,nan,ir_needed,nan,nan,25
nan,20,nan,chop_logs,sampled,0,js_x_predicted_failure,nan,ir_needed,nan,nan,25
0.5833333333333334,10,0.3333333333333333,chop_logs,deterministic,4,mean_js,0.375,underperform,0.011856816243380308,0.5,1
0.5833333333333334,10,0.3333333333333333,chop_logs,deterministic,4,max_js,0.375,underperform,0.011856816243380308,0.5,1
0.75,10,0.0,chop_logs,deterministic,4,actor_entropy,0.625,underperform,0.43668287992477417,0.5,1
0.6666666666666666,10,0.16666666666666666,chop_logs,deterministic,4,posterior_entropy,0.4166666666666667,underperform,0.454249307513237,0.5,1
0.5833333333333333,10,0.8333333333333334,chop_logs,deterministic,4,predicted_failure,0.375,underperform,0.953125,1.0,1
0.625,10,0.0,chop_logs,deterministic,4,js_fraction,0.375,underperform,0.0741805996780728,0.25,1
0.5833333333333334,10,0.3333333333333333,chop_logs,deterministic,4,js_x_predicted_failure,0.375,underperform,0.011841583131172229,0.5,1
0.625,10,0.0,chop_logs,deterministic,4,mean_js,0.5,underperform,0.008165943552739918,0.25,5
