actor_bootstrap_mean,actor_minus_recorded_bootstrap,actor_minus_recorded_prior_entropy,actor_minus_recorded_return,actor_minus_recorded_reward_only,actor_prior_entropy_mean,actor_return_mean,actor_reward_only_mean,actor_rows,actual_goal,actual_goal_name,checkpoint,horizon,recorded_bootstrap_mean,recorded_prior_entropy_mean,recorded_return_mean,recorded_reward_only_mean,recorded_rows,relationship
2.1804064815209663,0.29020046762486884,0.08719766381298488,0.25994126626903147,-0.03025920135583699,0.8267704680381034,2.2049824828720674,0.024576001351101287,988,1,bury_bones,weak,15,1.8902060138960974,0.7395728042251185,1.945041216603036,0.05483520270693828,988,counterfactual
1.3935349541899327,0.1117550136214136,0.108459292768745,0.10397390537151452,-0.007781108249899185,1.0651350574895353,1.3982395537103725,0.004704599520439716,1388,2,chop_logs,weak,15,1.281779940568519,0.9566757647207903,1.294265648338858,0.0124857077703389,1388,counterfactual
2.0970395113489038,0.2067735689424559,0.07960886804890843,0.19221507468040566,-0.014558494262050022,0.8505492853538605,2.1091213107325766,0.012081799383673306,329,0,kill_goblin,weak,15,1.8902659424064479,0.7709404173049521,1.916906236052171,0.026640293645723328,329,factual
2.1376604887371613,0.303124780726187,0.08668180877863152,0.2688039232632624,-0.03432085746292527,0.82625461300375,2.1729741301901067,0.03531364145294467,247,1,bury_bones,weak,15,1.8345357080109743,0.7395728042251185,1.9041702069268442,0.06963449891586994,247,factual
1.4173298667343763,0.09549718630863535,0.10923767562214859,0.08951249719189502,-0.005984689116740514,1.065913440342939,1.4189157840268638,0.0015859172924875065,347,2,chop_logs,weak,15,1.321832680425741,0.9566757647207903,1.3294032868349688,0.00757060640922802,347,factual
2.056137515813508,0.2000337472573399,0.07999204718877406,0.19407302216147437,-0.005960725095865194,0.8494811948329684,2.0703054094200617,0.0141678936065535,1260,0,kill_goblin,weak,20,1.856103768556168,0.7694891476441943,1.8762323872585873,0.020128618702418694,1260,counterfactual
2.162662332708932,0.2783377624716634,0.08799177719958162,0.25595411588104744,-0.022383646590615768,0.8285540812434512,2.1938618662463054,0.031199533537373317,956,1,bury_bones,weak,20,1.8843245702372686,0.7405623040438696,1.937907750365258,0.053583180127989086,956,counterfactual
1.3804853902367014,0.1173679849891669,0.1116595770933746,0.10954978163120765,-0.007818203357959214,1.0642935535698026,1.3857347276174041,0.005249337380702645,1296,2,chop_logs,weak,20,1.2631174052475345,0.952633976476428,1.2761849459861965,0.013067540738661858,1296,counterfactual
2.0842487846988,0.200638313319347,0.07915586261522212,0.18884020543426416,-0.011798107885082499,0.8486450102594164,2.1010463498431062,0.01679756514430669,315,0,kill_goblin,weak,20,1.8836104713794528,0.7694891476441943,1.912206144408842,0.028595673029389188,315,factual
2.1155756424385803,0.29091818335217434,0.08768781458483577,0.2645194557704087,-0.026398727581765487,0.8282501186287053,2.1578329128232796,0.0422572703846995,239,1,bury_bones,weak,20,1.824657459086406,0.7405623040438696,1.893313457052871,0.06865599796646499,239,factual
1.411969949166151,0.09744590077245086,0.11236649116984121,0.09213095127387727,-0.005314949498573515,1.0650004676462692,1.4137451693086684,0.0017752201425174775,324,2,chop_logs,weak,20,1.3145240483937002,0.952633976476428,1.3216142180347912,0.007090169641090993,324,factual
